nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
6.879412088754172094e-02 2.334086244398736812e-02
nan nan
nan nan
1.516784801316118925e-01 9.754787012181731498e-02
nan nan
nan nan
1.335028091069196510e+00 1.597103055554478235e-01
nan nan
nan nan
1.835489161041674810e+00 1.408249543804688475e+00
nan nan
nan nan
3.899135887102499698e+00 1.757548488520862984e+00
nan nan
nan nan
3.930310057024345660e+00 3.522177179021087845e+00
nan nan
nan nan
4.391897483596588714e+00 3.114468264921829821e+00
nan nan
1.043313942758719648e+01 4.476815696922659349e+00
nan nan
7.783483822179121603e+00 8.121334282202552046e+00
nan nan
1.090114116718953063e+01 6.666961636315315687e+00
nan nan
9.040543597093870787e+00 7.225467676922620264e+00
nan nan
7.598841871364659717e+00 7.712818132046264097e+00
nan nan
9.906985664512607315e+00 5.768837993315754531e+00
nan nan
9.925118684137173020e+00 7.449819372691048436e+00
nan nan
9.830077066533934982e+00 7.372692495393278200e+00
nan nan
1.180195372857090419e+01 7.734290064840155132e+00
nan nan
1.091134488206595066e+01 8.786893946326529203e+00
nan nan
9.595859604623626637e+00 8.450917179179819883e+00
nan nan
1.307004388849664700e+01 8.124653890810085599e+00
nan nan
1.309900452563441853e+01 8.810521448553824797e+00
nan nan
1.106443748711891040e+01 1.117716294741087601e+01
nan nan
1.476539554214749650e+01 8.661623073864591404e+00
nan nan
1.355612716008428542e+01 1.222814330310186470e+01
nan nan
3.508712413102783501e+01 9.701212675470719304e+00
nan nan
3.056935593236595849e+01 2.631781581549253701e+01
nan nan
2.296335783224333582e+01 2.129677937656898834e+01
nan nan
3.009777153067820166e+01 1.527915984977634878e+01
nan nan
2.800563145647708652e+01 2.828158096372780150e+01
nan nan
3.083938193896073798e+01 1.995407047842568815e+01
nan nan
2.805250770153559969e+01 2.099755391047203545e+01
nan nan
2.665833741640464538e+01 2.174848393701082472e+01
nan nan
2.831681448730465078e+01 2.295897063346729183e+01
nan nan
1.929353049011026400e+01 2.238695031024477800e+01
nan nan
1.897084449617950952e+01 2.008467185651280573e+01
2.885398399161218919e+01 1.906648541428397792e+01
nan nan
2.508518502619258683e+01 1.568549578466556227e+01
nan nan
2.206080866907746341e+01 1.832014698861020463e+01
nan nan
2.520487386812585484e+01 1.832146542609204332e+01
nan nan
2.255296940825871488e+01 1.613004576702529036e+01
nan nan
2.392059905386114949e+01 1.793685572034345554e+01
nan nan
2.185241877345100647e+01 2.117466806781665767e+01
nan nan
1.662936498858988088e+01 2.144871415229289724e+01
nan nan
2.128869784406586518e+01 1.983428771078580866e+01
nan nan
3.215741261403837825e+01 2.720554046102787282e+01
nan nan
1.676642437600040836e+01 1.980224293468087993e+01
nan nan
2.578699178158923644e+01 2.237758764071888606e+01
nan nan
1.936823491506501682e+01 1.544414713955463547e+01
nan nan
2.098060828356833341e+01 1.049862797829571903e+01
nan nan
2.377018691733088929e+01 1.460859585866838550e+01
nan nan
2.541102915441329557e+01 1.630690163166134710e+01
nan nan
3.367656065182330849e+01 1.747598347737508462e+01
nan nan
2.663380439176327030e+01 2.112633025317969526e+01
nan nan
2.975596657673911594e+01 1.780323707791587751e+01
nan nan
2.685877966373261216e+01 1.988197070146838996e+01
nan nan
4.176058653456268388e+01 1.965949857209292517e+01
4.752819226379905615e+01 2.804038009351731375e+01
nan nan
1.016620022284625833e+02 4.124028952107270385e+01
nan nan
5.511285490872530346e+01 5.152677997675498034e+01
5.093440773958676715e+01 5.192736718348195524e+01
nan nan
3.691810874284058741e+01 4.412326290478863910e+01
4.273360070862020166e+01 3.647460102116858849e+01
nan nan
3.667743849794107547e+01 3.513008968068772475e+01
2.887200135607417195e+01 3.570409610085400942e+01
nan nan
4.302125872270649154e+01 2.741143114139096681e+01
6.122852220513875920e+01 2.961281924814197453e+01
nan nan
4.293463825930754041e+01 3.747726460273059956e+01
nan nan
3.479880772908820319e+01 2.487794515793724415e+01
nan nan
3.427669310471516440e+01 2.996889698543996516e+01
nan nan
3.820960164640906243e+01 2.204793915647463010e+01
nan nan
3.752647907564057306e+01 2.698479023092510687e+01
nan nan
2.711558677800449146e+01 2.976793784509564489e+01
nan nan
3.283472280149320000e+01 3.151035211656981971e+01
nan nan
2.796288555225343941e+01 2.410123604463111135e+01
nan nan
2.606017774315266422e+01 3.132754483339778417e+01
nan nan
3.835657844125856997e+01 2.199517116830163843e+01
3.072569667403887905e+01 2.325473711765661378e+01
nan nan
3.890362588439191427e+01 2.656001076660884053e+01
nan nan
3.557310284544070811e+01 2.856666946445562871e+01
nan nan
4.566678496478858307e+01 3.044174561992510419e+01
5.262872969165347570e+01 3.547236403186784059e+01
nan nan
5.177288327748630081e+01 3.218167584785224733e+01
nan nan
4.460844435049521906e+01 3.344591429159210350e+01
nan nan
3.696176573002465204e+01 3.388300518780337711e+01
nan nan
3.971549378208131742e+01 3.171706438447319343e+01
4.654641727584850486e+01 3.284633703291279261e+01
nan nan
4.485724173598791964e+01 3.122311523926939714e+01
nan nan
3.876965741605467741e+01 4.143725626670092765e+01
nan nan
3.554739966618423352e+01 3.311458082435125760e+01
nan nan
3.929635215993881303e+01 3.119427969915848919e+01
nan nan
5.385395157181451253e+01 2.839455467417745638e+01
nan nan
4.856900684036951787e+01 3.410120864713788080e+01
nan nan
4.500519818059436972e+01 3.355632541934346591e+01
nan nan
3.568849746553443936e+01 3.711017458499389221e+01
nan nan
4.180330248568371587e+01 2.914752985384239636e+01
nan nan
4.359251529732510022e+01 2.604140594861241098e+01
nan nan
4.684766314926969955e+01 3.577625620088958414e+01
nan nan
4.325340212032160991e+01 3.371579740288748184e+01
nan nan
4.426861117997911776e+01 2.717577323073958340e+01
nan nan
3.466915361400725004e+01 3.014274546123976961e+01
nan nan
2.765067299521584232e+01 3.323233892258348021e+01
nan nan
3.151512318973751903e+01 2.538210691873678471e+01
nan nan
3.179462480020455928e+01 2.701100288103661740e+01
nan nan
3.328696587549055153e+01 2.737108901049244736e+01
nan nan
3.767557710477471034e+01 2.552539128115601841e+01
nan nan
3.176917864263145930e+01 2.953248743002133025e+01
nan nan
3.818821026801208518e+01 2.674478689578644719e+01
nan nan
3.479025413247741483e+01 2.570227011912460569e+01
nan nan
4.158490077498509407e+01 2.833821996597205484e+01
nan nan
2.437949512227831050e+01 2.863438496703590275e+01
nan nan
2.562930715775367929e+01 2.453916582850340689e+01
nan nan
2.349827106928906773e+01 2.189755880596904447e+01
nan nan
4.507002167886535204e+01 1.765913418427514259e+01
nan nan
4.827522738675254743e+01 2.234486435642706681e+01
nan nan
2.891120962034653274e+01 2.771566908931537299e+01
nan nan
3.303112044586615070e+01 2.719582032118407966e+01
nan nan
3.041009732443009739e+01 2.528767133757490626e+01
nan nan
3.083727119933296379e+01 2.298290671958971743e+01
nan nan
4.137621147910275710e+01 2.232161255619690010e+01
nan nan
3.792014319540958667e+01 2.565263515217937851e+01
