nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
1.680001619985128231e-02 6.600006364227289923e-02
nan nan
nan nan
7.986528707824439022e-02 2.313339349852596219e-02
nan nan
nan nan
5.360866592368453976e-01 7.748127496782530876e-02
nan nan
nan nan
1.448019400441553195e+00 5.766220112472613124e-01
nan nan
nan nan
1.642364704219613225e+00 1.313702059107227260e+00
nan nan
nan nan
1.592369303600041475e+00 1.552221616672570415e+00
nan nan
nan nan
2.104884192389643527e+00 1.299049568703656732e+00
nan nan
3.177432988111192014e+00 3.088436488748629305e+00
nan nan
3.834627115316085799e+00 2.564433182934381605e+00
nan nan
3.765514993308006098e+00 2.782581856156746358e+00
nan nan
5.045650364988947700e+00 2.893621813968080048e+00
nan nan
4.935449031699147504e+00 3.867501207196634816e+00
nan nan
8.481571785345467518e+00 5.861631378109963819e+00
nan nan
9.095939425122098854e+00 5.056761479903037149e+00
nan nan
8.672332491735756932e+00 7.844992603581331103e+00
nan nan
9.755926975298208959e+00 7.363771853574713866e+00
nan nan
1.437802979927060498e+01 7.902611345491249217e+00
nan nan
2.092421729438094857e+01 7.218090173586349856e+00
nan nan
1.250511463011680746e+01 1.732087101138408869e+01
nan nan
1.240559878149451123e+01 1.003641637225860705e+01
nan nan
1.461756096126977944e+01 9.345879371659304269e+00
nan nan
1.824940436766272001e+01 1.003549516068346215e+01
nan nan
2.071684656271990477e+01 1.199799655817348309e+01
nan nan
2.695047919626132327e+01 2.310563353204226544e+01
nan nan
3.638844392907186176e+01 2.840223080485455398e+01
nan nan
2.736338507966658540e+01 1.811310335978619435e+01
nan nan
3.261310654266148390e+01 1.562942155637099440e+01
nan nan
3.318699433891031703e+01 2.068849657373789341e+01
nan nan
2.824325853362030614e+01 2.033554235545562960e+01
nan nan
2.874280629022833011e+01 1.954914382907861636e+01
nan nan
2.853699478347674656e+01 2.289950651457169428e+01
nan nan
3.869253518126058111e+01 2.417082875442367396e+01
nan nan
3.406443688798473346e+01 2.539872104624729232e+01
nan nan
3.861857563422090323e+01 2.444951637271068989e+01
3.569313571323552736e+01 2.860286036447044111e+01
nan nan
2.713715208600738293e+01 2.499190160325252918e+01
nan nan
2.351225184434768778e+01 2.211577918541159349e+01
nan nan
2.540261664371720940e+01 2.516568719562578238e+01
nan nan
3.796430369406563443e+01 2.027793784248962439e+01
nan nan
4.106570677612612030e+01 2.945494411167759097e+01
nan nan
2.479975663697646127e+01 3.630805646882659943e+01
nan nan
3.906678916462180950e+01 2.035353882187293095e+01
nan nan
4.844548149553828864e+01 4.587259475733155512e+01
nan nan
4.306549464705513941e+01 3.037148545368487973e+01
nan nan
4.142447771702536130e+01 3.311036206570672391e+01
nan nan
4.761765096465834546e+01 2.383999390305627486e+01
nan nan
4.200639853745492758e+01 3.931654908174170515e+01
nan nan
3.390500096591561885e+01 2.974157905457080275e+01
nan nan
5.626636468429261129e+01 2.967062690437862926e+01
nan nan
3.934665784163802016e+01 3.283994531022230490e+01
nan nan
3.961458639998413389e+01 3.654316315340210508e+01
nan nan
3.207882342529563147e+01 3.052537729391225341e+01
nan nan
6.516725603256554678e+01 2.681015237189645006e+01
nan nan
5.481290054758682118e+01 4.565547820647638133e+01
nan nan
4.935054180340037533e+01 3.798211929257104913e+01
5.836674173084845307e+01 3.431020989885041672e+01
nan nan
4.079749131684103958e+01 3.884437559980151633e+01
nan nan
3.687134837354888361e+01 3.261167340301179252e+01
4.210075297977337527e+01 3.892483426237858879e+01
nan nan
3.923897321613772249e+01 4.288758632598985798e+01
5.162023993158850033e+01 3.485593150607380153e+01
nan nan
5.798565736310433749e+01 3.997494240003554467e+01
6.455284594760001937e+01 4.038398980272474859e+01
nan nan
3.784416695942300635e+01 4.152495388471925963e+01
3.206982701123298796e+01 3.121949291646370384e+01
nan nan
5.727272530271376638e+01 2.271260203293615731e+01
nan nan
4.420551701439190850e+01 2.852134648902393366e+01
nan nan
5.581640922690098705e+01 3.860923994053110420e+01
nan nan
5.048351919120674580e+01 2.993805337312809201e+01
nan nan
5.197199444581278271e+01 4.164291254495697814e+01
nan nan
4.339140755804587712e+01 2.924069865489978426e+01
nan nan
4.879188748593740144e+01 4.172847513915370854e+01
nan nan
5.012726776443259524e+01 3.344776415419019600e+01
nan nan
3.419237173250037642e+01 4.096235514804560296e+01
nan nan
4.024994034134133614e+01 4.223575283850220785e+01
4.357679776605444744e+01 3.622624934688127496e+01
nan nan
4.135259891367665119e+01 3.510754422223425308e+01
nan nan
5.215222152047638104e+01 3.512793964521684842e+01
nan nan
4.673671788555444806e+01 3.346498776254420449e+01
3.714855183068146260e+01 3.458583458157748680e+01
nan nan
5.184344452920343116e+01 2.841610122291300655e+01
nan nan
3.415039375268597155e+01 3.359286264674639000e+01
nan nan
3.878174741386590085e+01 3.169761028926902924e+01
nan nan
3.674861772351534484e+01 2.998570703752578481e+01
3.448750064406686988e+01 2.961848876336953396e+01
nan nan
3.438739664620523939e+01 2.683852119050306584e+01
nan nan
3.952237417133039088e+01 3.127421821209223651e+01
nan nan
3.894471890549543502e+01 3.093552830869504433e+01
nan nan
3.590721770724542949e+01 2.789641122479468294e+01
nan nan
2.677840605705650745e+01 2.941476017583193325e+01
nan nan
2.425408196790959892e+01 2.551532948394123679e+01
nan nan
2.886314133268423632e+01 2.182872079053410630e+01
nan nan
1.820313048930256272e+01 2.373794337837307822e+01
nan nan
2.459420177117856809e+01 2.024060646356063486e+01
nan nan
2.745960005982754026e+01 2.072872195405636475e+01
nan nan
2.432695077998959476e+01 2.328204259542463461e+01
nan nan
2.099531688063876445e+01 2.629625139680716828e+01
nan nan
2.336680942233279623e+01 2.105083683264014027e+01
nan nan
2.535341796381141677e+01 1.705954118098434336e+01
nan nan
2.800142025593917694e+01 2.037392478931504414e+01
nan nan
1.941713553256358438e+01 2.195507340137218932e+01
nan nan
2.048468483413397223e+01 1.511260807171068166e+01
nan nan
2.252731287631002388e+01 1.593406813661511201e+01
nan nan
1.627635834896427269e+01 2.151979190509668172e+01
nan nan
1.778770227902858281e+01 1.481983331569485962e+01
nan nan
1.932102254179018175e+01 1.612229227138618270e+01
nan nan
1.513625472610228684e+01 2.080873259668746655e+01
nan nan
1.627155512936687032e+01 1.474184706754591367e+01
nan nan
1.670070860959839365e+01 1.279170548385860684e+01
nan nan
1.118950779277293783e+01 1.636202389970877036e+01
nan nan
1.101967193097445730e+01 1.558940509488304471e+01
nan nan
1.734676992487990788e+01 1.138339646232669544e+01
nan nan
1.734867461394721744e+01 1.290642530092376106e+01
nan nan
1.259339740940379926e+01 1.433524403811036407e+01
nan nan
1.711274404296484875e+01 8.496388045233207009e+00
nan nan
2.118372181153070244e+01 9.557897824665747777e+00
nan nan
1.148522000521355224e+01 1.557645821799546226e+01
nan nan
1.247899211153334598e+01 1.092462686331811028e+01
nan nan
1.331687723030619708e+01 9.786369159275507101e+00
